,open_CVX,high_CVX,low_CVX,close_CVX,volume_CVX
2024-05-07 10:44:00,158.9395,158.9591,158.8807,158.9297,9663
2024-05-07 10:45:00,158.9297,159.0080,158.9297,158.9591,6624
2024-05-07 10:46:00,158.9444,158.9884,158.8905,158.9052,8433
2024-05-07 10:47:00,158.8807,158.8856,158.8122,158.8335,11981
2024-05-07 10:48:00,158.8122,158.8611,158.7926,158.8318,11170
2024-05-07 10:49:00,158.8318,158.8855,158.8024,158.8514,7251
2024-05-07 10:50:00,158.8318,158.8709,158.8024,158.8611,7187
2024-05-07 10:51:00,158.8611,158.8611,158.7730,158.8318,8361
2024-05-07 10:52:00,158.8220,158.9640,158.8220,158.9465,9660
2024-05-07 10:53:00,158.9591,159.0080,158.9101,159.0080,13879
2024-05-07 10:54:00,158.9933,159.0472,158.9884,159.0276,5591
2024-05-07 10:55:00,159.0178,159.0178,158.9101,158.9101,9388
2024-05-07 10:56:00,158.9101,158.9395,158.8807,158.9199,6410
2024-05-07 10:57:00,158.9052,158.9444,158.8807,158.9199,10731
2024-05-07 10:58:00,158.9004,158.9493,158.9003,158.9150,9359
2024-05-07 10:59:00,158.9101,159.0080,158.8906,159.0080,7851
2024-05-07 11:00:00,159.0472,159.0717,159.0080,159.0374,9656
2024-05-07 11:01:00,159.0374,159.0863,159.0178,159.0570,10279
2024-05-07 11:02:00,159.0619,159.1745,159.0478,159.1157,11106
2024-05-07 11:03:00,159.1549,159.2136,159.1255,159.2136,8016
2024-05-07 11:04:00,159.2136,159.2724,159.2038,159.2332,9950
2024-05-07 11:05:00,159.2430,159.3115,159.2283,159.2528,4723
2024-05-07 11:06:00,159.2430,159.2822,159.2430,159.2626,7121
2024-05-07 11:07:00,159.2626,159.2724,159.2136,159.2136,9793
2024-05-07 11:08:00,159.1843,159.2724,159.1843,159.2724,9028
2024-05-07 11:09:00,159.2528,159.3311,159.2430,159.3066,14681
2024-05-07 11:10:00,159.3213,159.3262,159.2724,159.2920,8962
2024-05-07 11:11:00,159.2822,159.3605,159.2822,159.3311,8656
2024-05-07 11:12:00,159.3409,159.3409,159.3017,159.3213,6449
2024-05-07 11:13:00,159.3115,159.3507,159.2766,159.2766,8563
2024-05-07 11:14:00,159.2626,159.2920,159.2136,159.2136,8026
2024-05-07 11:15:00,159.2136,159.2430,159.2038,159.2038,11171
2024-05-07 11:16:00,159.2136,159.2332,159.1451,159.1647,17599
2024-05-07 11:17:00,159.1549,159.2038,159.1059,159.1304,11017
2024-05-07 11:18:00,159.1206,159.1549,159.0766,159.0961,25869
2024-05-07 11:19:00,159.1059,159.1108,159.0766,159.0766,10046
2024-05-07 11:20:00,159.0961,159.1059,159.0179,159.0325,17464
2024-05-07 11:21:00,159.0472,159.0570,158.9786,159.0276,13612
2024-05-07 11:22:00,159.0472,159.0766,159.0178,159.0619,5870
2024-05-07 11:23:00,159.0570,159.0570,159.0276,159.0374,5965
2024-05-07 11:24:00,159.0374,159.0472,158.9982,159.0374,6933
2024-05-07 11:25:00,159.0276,159.0863,159.0276,159.0472,13816
2024-05-07 11:26:00,159.0472,159.0497,158.9884,159.0178,7465
2024-05-07 11:27:00,159.0178,159.0863,159.0178,159.0717,9232
2024-05-07 11:28:00,159.0570,159.1843,159.0472,159.1843,13091
2024-05-07 11:29:00,159.1940,159.1940,159.1549,159.1745,5074
2024-05-07 11:30:00,159.1843,159.1940,159.1157,159.1255,8566
2024-05-07 11:31:00,159.1451,159.1549,159.1059,159.1059,5962
2024-05-07 11:32:00,159.1059,159.1451,159.1059,159.1402,8363
2024-05-07 11:33:00,159.1353,159.2087,159.1255,159.1647,11201
2024-05-07 11:34:00,159.1549,159.2234,159.1451,159.2234,5556
2024-05-07 11:35:00,159.2136,159.2577,159.2038,159.2038,9862
2024-05-07 11:36:00,159.2087,159.2087,159.0668,159.0766,6200
2024-05-07 11:37:00,159.0521,159.0961,159.0178,159.0961,15073
2024-05-07 11:38:00,159.0961,159.1647,159.0961,159.1647,10228
2024-05-07 11:39:00,159.1647,159.2038,159.1549,159.1843,22353
2024-05-07 11:40:00,159.1940,159.1965,159.1500,159.1940,18155
2024-05-07 11:41:00,159.1843,159.2234,159.1647,159.1843,10176
2024-05-07 11:42:00,159.2038,159.2234,159.1940,159.1985,5182
2024-05-07 11:43:00,159.2038,159.2430,159.1940,159.2136,5779
2024-05-07 11:44:00,159.2381,159.2626,159.2234,159.2626,6940
2024-05-07 11:45:00,159.2626,159.2724,159.2136,159.2332,7461
2024-05-07 11:46:00,159.2430,159.3017,159.2430,159.2969,7024
2024-05-07 11:47:00,159.3066,159.3311,159.3017,159.3164,8054
2024-05-07 11:48:00,159.3017,159.3066,159.2626,159.2871,5842
2024-05-07 11:49:00,159.2970,159.3017,159.2626,159.2822,17086
2024-05-07 11:50:00,159.2755,159.3605,159.2755,159.3605,17419
2024-05-07 11:51:00,159.3507,159.3605,159.3115,159.3115,7244
2024-05-07 11:52:00,159.3164,159.3164,159.2528,159.2528,5662
2024-05-07 11:53:00,159.2397,159.2724,159.2144,159.2332,16940
2024-05-07 11:54:00,159.2430,159.2822,159.2234,159.2724,9080
2024-05-07 11:55:00,159.2822,159.2822,159.2038,159.2430,8412
2024-05-07 11:56:00,159.2479,159.2479,159.2234,159.2332,3105
2024-05-07 11:57:00,159.2332,159.3115,159.2136,159.3017,22218
2024-05-07 11:58:00,159.3115,159.3360,159.3017,159.3360,4612
2024-05-07 11:59:00,159.3409,159.3507,159.3017,159.3053,3121
2024-05-07 12:00:00,159.3017,159.3605,159.2822,159.3017,5195
2024-05-07 12:01:00,159.3109,159.3605,159.3017,159.3213,5507
2024-05-07 12:02:00,159.3311,159.3703,159.3145,159.3516,4520
2024-05-07 12:03:00,159.3605,159.3801,159.3115,159.3311,6049
2024-05-07 12:04:00,159.3311,159.3409,159.3115,159.3409,4194
2024-05-07 12:05:00,159.3408,159.3605,159.3311,159.3605,5356
2024-05-07 12:06:00,159.3507,159.4486,159.3409,159.4437,10121
2024-05-07 12:07:00,159.4584,159.4585,159.4192,159.4486,8926
2024-05-07 12:08:00,159.4584,159.5759,159.4584,159.5563,20657
2024-05-07 12:09:00,159.5471,159.6738,159.5471,159.6640,29713
2024-05-07 12:10:00,159.6640,159.6836,159.5955,159.6151,10610
2024-05-07 12:11:00,159.6200,159.6640,159.6053,159.6249,8968
2024-05-07 12:12:00,159.6444,159.6934,159.6249,159.6934,11067
2024-05-07 12:13:00,159.7032,159.7032,159.6542,159.6934,8367
2024-05-07 12:14:00,159.6836,159.7423,159.6836,159.7032,9064
2024-05-07 12:15:00,159.7081,159.7081,159.6640,159.6934,8598
2024-05-07 12:16:00,159.7032,159.7081,159.6542,159.6836,6927
2024-05-07 12:17:00,159.6787,159.6787,159.6053,159.6346,5266
2024-05-07 12:18:00,159.6151,159.6640,159.6151,159.6346,6526
2024-05-07 12:19:00,159.6444,159.6836,159.6249,159.6249,4794
2024-05-07 12:20:00,159.6151,159.6640,159.5955,159.6640,9146
2024-05-07 12:21:00,159.6738,159.6738,159.5957,159.5957,18359
2024-05-07 12:22:00,159.6053,159.6444,159.5857,159.5857,3924
2024-05-07 12:23:00,159.5857,159.6151,159.5759,159.5857,3988
2024-05-07 12:24:00,159.6053,159.6053,159.5661,159.5759,5860
2024-05-07 12:25:00,159.5563,159.5563,159.5269,159.5559,6310
2024-05-07 12:26:00,159.5465,159.6542,159.5367,159.6446,10388
2024-05-07 12:27:00,159.6689,159.6836,159.6053,159.6053,7939
2024-05-07 12:28:00,159.6200,159.6298,159.5955,159.6249,4438
2024-05-07 12:29:00,159.6186,159.6444,159.6053,159.6200,7794
2024-05-07 12:30:00,159.6249,159.6836,159.6249,159.6542,5597
2024-05-07 12:31:00,159.6444,159.6444,159.5563,159.5591,4547
2024-05-07 12:32:00,159.5499,159.5759,159.5074,159.5652,13626
2024-05-07 12:33:00,159.5563,159.6053,159.5563,159.5955,8997
2024-05-07 12:34:00,159.5857,159.5857,159.5367,159.5612,6955
2024-05-07 12:35:00,159.5612,159.5759,159.5367,159.5465,4549
2024-05-07 12:36:00,159.5269,159.5269,159.4976,159.4976,3930
2024-05-07 12:37:00,159.4878,159.5661,159.4878,159.5661,9097
2024-05-07 12:38:00,159.5661,159.5661,159.5269,159.5269,4132
2024-05-07 12:39:00,159.5206,159.5465,159.4976,159.5269,7399
2024-05-07 12:40:00,159.5172,159.5563,159.4978,159.5465,7413
2024-05-07 12:41:00,159.4976,159.5074,159.4780,159.4878,5785
2024-05-07 12:42:00,159.4829,159.4829,159.3997,159.4095,7474
2024-05-07 12:43:00,159.4290,159.4290,159.3801,159.3801,6289
2024-05-07 12:44:00,159.3703,159.3733,159.3115,159.3556,11346
2024-05-07 12:45:00,159.3311,159.3311,159.2430,159.2822,2882
2024-05-07 12:46:00,159.3017,159.3017,159.2528,159.2822,6715
2024-05-07 12:47:00,159.2871,159.3017,159.2724,159.2724,10305
2024-05-07 12:48:00,159.2724,159.3115,159.2528,159.2724,7513
2024-05-07 12:49:00,159.2724,159.2822,159.2234,159.2626,5864
2024-05-07 12:50:00,159.2920,159.3311,159.2830,159.3311,11418
2024-05-07 12:51:00,159.3115,159.3213,159.2626,159.2626,7526
2024-05-07 12:52:00,159.2528,159.2528,159.2038,159.2528,6494
2024-05-07 12:53:00,159.2531,159.2724,159.2234,159.2724,5536
2024-05-07 12:54:00,159.2822,159.2822,159.2626,159.2626,8464
2024-05-07 12:55:00,159.2528,159.2626,159.1745,159.2430,6847
2024-05-07 12:56:00,159.2430,159.2773,159.2332,159.2675,3970
2024-05-07 12:57:00,159.2724,159.2822,159.2430,159.2528,4256
2024-05-07 12:58:00,159.2528,159.2724,159.2332,159.2430,5816
2024-05-07 12:59:00,159.2481,159.2822,159.2430,159.2724,5912
2024-05-07 13:00:00,159.2724,159.3311,159.2724,159.3164,8203
2024-05-07 13:01:00,159.3115,159.4290,159.3115,159.4095,7038
2024-05-07 13:02:00,159.4192,159.5367,159.4192,159.4682,11226
2024-05-07 13:03:00,159.4682,159.4682,159.3703,159.3703,3311
2024-05-07 13:04:00,159.3752,159.3752,159.3115,159.3115,4829
2024-05-07 13:05:00,159.3164,159.3507,159.2920,159.3311,3091
2024-05-07 13:06:00,159.3066,159.3310,159.2724,159.3213,4616
2024-05-07 13:07:00,159.3213,159.3641,159.3017,159.3641,5614
2024-05-07 13:08:00,159.3507,159.3703,159.3311,159.3409,4966
2024-05-07 13:09:00,159.3556,159.4095,159.3409,159.3899,8245
2024-05-07 13:10:00,159.3801,159.3997,159.3213,159.3899,14934
2024-05-07 13:11:00,159.3948,159.4290,159.3801,159.3801,5310
2024-05-07 13:12:00,159.3948,159.4339,159.3801,159.4290,5943
2024-05-07 13:13:00,159.4388,159.4486,159.3997,159.4095,4370
2024-05-07 13:14:00,159.4192,159.4339,159.3801,159.4192,4276
2024-05-07 13:15:00,159.4143,159.4388,159.3997,159.3997,5266
2024-05-07 13:16:00,159.4095,159.4319,159.3801,159.3899,9103
2024-05-07 13:17:00,159.3801,159.4095,159.3801,159.3997,3734
2024-05-07 13:18:00,159.3805,159.4290,159.3805,159.3997,5267
2024-05-07 13:19:00,159.3899,159.4433,159.3752,159.4433,5409
2024-05-07 13:20:00,159.4290,159.4682,159.4290,159.4547,6364
2024-05-07 13:21:00,159.4486,159.5269,159.4388,159.5172,8133
2024-05-07 13:22:00,159.5099,159.5563,159.5099,159.5367,4777
2024-05-07 13:23:00,159.5269,159.5563,159.5269,159.5367,4765
2024-05-07 13:24:00,159.5562,159.5857,159.5465,159.5465,5625
2024-05-07 13:25:00,159.5465,159.5465,159.5075,159.5269,4176
2024-05-07 13:26:00,159.5074,159.5074,159.4388,159.4785,5456
2024-05-07 13:27:00,159.4878,159.5269,159.4682,159.5074,5622
2024-05-07 13:28:00,159.5172,159.5661,159.5074,159.5661,4916
2024-05-07 13:29:00,159.5661,159.6249,159.5563,159.6151,15337
2024-05-07 13:30:00,159.6346,159.6346,159.5661,159.5857,8850
2024-05-07 13:31:00,159.5661,159.5906,159.5563,159.5563,3337
2024-05-07 13:32:00,159.5661,159.5661,159.4878,159.5074,8715
2024-05-07 13:33:00,159.4780,159.5563,159.4780,159.5367,6742
2024-05-07 13:34:00,159.5465,159.6346,159.5465,159.6298,7804
2024-05-07 13:35:00,159.6053,159.6346,159.5465,159.5465,5964
2024-05-07 13:36:00,159.5416,159.5563,159.5416,159.5563,4542
2024-05-07 13:37:00,159.5563,159.5661,159.5465,159.5465,4890
2024-05-07 13:38:00,159.5269,159.5269,159.4731,159.4780,6468
2024-05-07 13:39:00,159.4878,159.5123,159.4780,159.4976,6170
2024-05-07 13:40:00,159.4976,159.5269,159.4976,159.5237,3175
2024-05-07 13:41:00,159.5074,159.5367,159.4976,159.5074,11894
2024-05-07 13:42:00,159.5074,159.5074,159.4584,159.4976,6768
2024-05-07 13:43:00,159.4878,159.5172,159.4780,159.5074,8579
2024-05-07 13:44:00,159.5172,159.5269,159.4976,159.4990,12548
2024-05-07 13:45:00,159.4878,159.5367,159.4487,159.4487,8160
2024-05-07 13:46:00,159.4681,159.4780,159.4339,159.4388,6155
2024-05-07 13:47:00,159.4192,159.4780,159.4192,159.4584,5909
2024-05-07 13:48:00,159.4780,159.5172,159.4780,159.4976,14437
2024-05-07 13:49:00,159.4780,159.4780,159.4095,159.4212,6695
2024-05-07 13:50:00,159.3997,159.4388,159.3948,159.4388,6863
2024-05-07 13:51:00,159.4095,159.4095,159.3801,159.3801,6531
2024-05-07 13:52:00,159.3801,159.3801,159.3311,159.3311,11491
2024-05-07 13:53:00,159.3213,159.3703,159.2822,159.3605,22879
2024-05-07 13:54:00,159.3702,159.4192,159.3409,159.3873,4425
2024-05-07 13:55:00,159.3997,159.4095,159.3409,159.3409,10618
2024-05-07 13:56:00,159.3605,159.3899,159.3507,159.3507,7082
2024-05-07 13:57:00,159.3605,159.4192,159.3507,159.3948,7396
2024-05-07 13:58:00,159.3899,159.4095,159.3801,159.3997,5201
2024-05-07 13:59:00,159.3899,159.3997,159.3262,159.3654,8948
2024-05-07 14:00:00,159.3507,159.3997,159.3409,159.3605,8840
2024-05-07 14:01:00,159.3213,159.3605,159.3115,159.3311,7199
2024-05-07 14:02:00,159.3262,159.3801,159.3115,159.3605,6908
2024-05-07 14:03:00,159.3703,159.4095,159.3409,159.3507,7141
2024-05-07 14:04:00,159.3409,159.3801,159.3409,159.3507,6187
2024-05-07 14:05:00,159.3507,159.3605,159.3115,159.3507,10118
2024-05-07 14:06:00,159.3409,159.3801,159.3213,159.3605,5023
2024-05-07 14:07:00,159.3409,159.3801,159.3409,159.3654,5000
2024-05-07 14:08:00,159.3605,159.3605,159.3311,159.3507,5833
2024-05-07 14:09:00,159.3409,159.3507,159.3017,159.3178,7418
2024-05-07 14:10:00,159.3164,159.3752,159.3115,159.3752,13656
2024-05-07 14:11:00,159.3722,159.4095,159.3152,159.3850,14538
2024-05-07 14:12:00,159.3752,159.3801,159.3429,159.3507,3565
2024-05-07 14:13:00,159.3605,159.4388,159.3605,159.4290,8823
2024-05-07 14:14:00,159.4290,159.4976,159.4290,159.4878,5803
2024-05-07 14:15:00,159.4780,159.4878,159.4657,159.4682,5738
2024-05-07 14:16:00,159.4829,159.4976,159.4584,159.4584,6275
2024-05-07 14:17:00,159.4584,159.4597,159.4192,159.4192,11393
2024-05-07 14:18:00,159.3997,159.4095,159.3657,159.4046,5890
2024-05-07 14:19:00,159.3997,159.4143,159.3899,159.3899,7680
2024-05-07 14:20:00,159.3899,159.4486,159.3899,159.4192,8600
2024-05-07 14:21:00,159.4143,159.4682,159.4095,159.4455,7697
2024-05-07 14:22:00,159.4388,159.4878,159.4290,159.4878,10444
2024-05-07 14:23:00,159.4780,159.5269,159.4780,159.5172,7300
2024-05-07 14:24:00,159.5074,159.5172,159.4731,159.5172,9198
2024-05-07 14:25:00,159.5074,159.5465,159.4780,159.5284,17087
2024-05-07 14:26:00,159.5123,159.5269,159.4633,159.5269,5904
2024-05-07 14:27:00,159.5269,159.5528,159.4878,159.4878,7349
2024-05-07 14:28:00,159.4682,159.4780,159.4293,159.4437,5316
2024-05-07 14:29:00,159.4388,159.4388,159.3703,159.3703,6943
2024-05-07 14:30:00,159.3703,159.4290,159.3703,159.4095,6094
2024-05-07 14:31:00,159.4192,159.4192,159.3311,159.3311,7785
2024-05-07 14:32:00,159.3409,159.3703,159.3115,159.3213,5510
2024-05-07 14:33:00,159.3385,159.3801,159.3385,159.3605,19734
2024-05-07 14:34:00,159.3605,159.3872,159.3409,159.3703,13239
2024-05-07 14:35:00,159.3801,159.3801,159.3311,159.3311,6455
2024-05-07 14:36:00,159.3213,159.3409,159.3017,159.3115,5382
2024-05-07 14:37:00,159.3017,159.3703,159.3017,159.3605,4260
2024-05-07 14:38:00,159.3605,159.3703,159.3409,159.3409,9871
2024-05-07 14:39:00,159.3409,159.3801,159.3385,159.3507,5973
2024-05-07 14:40:00,159.3605,159.3997,159.3605,159.3997,6977
2024-05-07 14:41:00,159.3997,159.4192,159.3507,159.3507,5657
2024-05-07 14:42:00,159.3311,159.3850,159.3262,159.3605,6669
2024-05-07 14:43:00,159.3801,159.4192,159.3669,159.4192,6132
2024-05-07 14:44:00,159.4192,159.4290,159.4095,159.4095,4421
2024-05-07 14:45:00,159.3997,159.4192,159.3605,159.3703,6743
2024-05-07 14:46:00,159.3703,159.3752,159.3507,159.3605,2792
2024-05-07 14:47:00,159.3507,159.3507,159.3164,159.3409,7036
2024-05-07 14:48:00,159.3507,159.3997,159.3213,159.3899,10956
2024-05-07 14:49:00,159.3899,159.4192,159.3507,159.3997,27879
2024-05-07 14:50:00,159.3899,159.4192,159.3752,159.3899,7001
2024-05-07 14:51:00,159.3703,159.3997,159.3608,159.3801,4925
2024-05-07 14:52:00,159.3899,159.4192,159.3899,159.4095,6325
2024-05-07 14:53:00,159.3997,159.3997,159.3409,159.3703,10756
2024-05-07 14:54:00,159.3507,159.3801,159.3507,159.3801,3673
2024-05-07 14:55:00,159.3665,159.3997,159.3507,159.3997,10107
2024-05-07 14:56:00,159.3899,159.4388,159.3801,159.4290,17042
2024-05-07 14:57:00,159.4290,159.4290,159.3900,159.3997,6129
2024-05-07 14:58:00,159.4095,159.4388,159.3997,159.4095,6349
2024-05-07 14:59:00,159.4094,159.4192,159.3899,159.3899,12194
2024-05-07 15:00:00,159.3997,159.4388,159.3850,159.3997,19157
2024-05-07 15:01:00,159.3899,159.4046,159.3899,159.3997,4692
2024-05-07 15:02:00,159.3899,159.4095,159.3703,159.3899,11110
2024-05-07 15:03:00,159.3948,159.3948,159.3409,159.3409,5586
2024-05-07 15:04:00,159.3507,159.3507,159.2528,159.2528,9078
2024-05-07 15:05:00,159.2519,159.2681,159.2283,159.2332,5779
2024-05-07 15:06:00,159.2430,159.2822,159.2430,159.2650,10000
2024-05-07 15:07:00,159.2675,159.2822,159.2038,159.2038,12369
2024-05-07 15:08:00,159.2136,159.2234,159.1745,159.2038,4036
2024-05-07 15:09:00,159.1843,159.2038,159.1647,159.1940,7149
2024-05-07 15:10:00,159.1745,159.1940,159.1549,159.1647,7794
2024-05-07 15:11:00,159.1549,159.1940,159.1059,159.1549,13281
2024-05-07 15:12:00,159.1549,159.1549,159.0766,159.1157,14541
2024-05-07 15:13:00,159.1157,159.1451,159.1059,159.1451,8058
2024-05-07 15:14:00,159.1402,159.1549,159.1059,159.1255,48334
2024-05-07 15:15:00,159.1059,159.1353,159.0961,159.0961,7776
2024-05-07 15:16:00,159.0961,159.1402,159.0766,159.0766,9453
2024-05-07 15:17:00,159.0912,159.1157,159.0630,159.1157,12509
2024-05-07 15:18:00,159.0961,159.1549,159.0863,159.1353,7854
2024-05-07 15:19:00,159.1353,159.1353,159.1059,159.1108,8331
2024-05-07 15:20:00,159.1157,159.1255,159.0766,159.1059,8442
2024-05-07 15:21:00,159.1059,159.1255,159.0570,159.1157,8206
2024-05-07 15:22:00,159.1108,159.1843,159.1108,159.1647,11131
2024-05-07 15:23:00,159.1940,159.2402,159.1843,159.2234,10072
2024-05-07 15:24:00,159.2136,159.2198,159.1549,159.1598,7352
2024-05-07 15:25:00,159.1598,159.2136,159.1451,159.2136,11831
2024-05-07 15:26:00,159.2234,159.2822,159.2234,159.2822,10352
2024-05-07 15:27:00,159.2724,159.3066,159.2332,159.2332,9748
2024-05-07 15:28:00,159.2262,159.2262,159.1522,159.1745,14800
2024-05-07 15:29:00,159.1745,159.2136,159.1745,159.1940,14013
2024-05-07 15:30:00,159.1647,159.2283,159.1647,159.2234,19027
2024-05-07 15:31:00,159.2038,159.2430,159.1940,159.2136,20731
2024-05-07 15:32:00,159.2136,159.2724,159.2038,159.2165,25283
2024-05-07 15:33:00,159.2136,159.2430,159.2038,159.2332,15857
2024-05-07 15:34:00,159.2234,159.2528,159.2038,159.2430,9495
2024-05-07 15:35:00,159.2332,159.2724,159.2308,159.2724,18500
2024-05-07 15:36:00,159.2822,159.3801,159.2822,159.3801,15001
2024-05-07 15:37:00,159.3899,159.3899,159.3115,159.3115,12559
2024-05-07 15:38:00,159.3017,159.3605,159.2920,159.3507,14408
2024-05-07 15:39:00,159.3556,159.4780,159.3507,159.4290,36574
2024-05-07 15:40:00,159.4192,159.4780,159.4095,159.4388,25126
2024-05-07 15:41:00,159.4290,159.4437,159.3605,159.3703,15971
2024-05-07 15:42:00,159.3507,159.3703,159.3115,159.3507,18733
2024-05-07 15:43:00,159.3409,159.3409,159.2430,159.2458,14123
2024-05-07 15:44:00,159.2234,159.3017,159.1940,159.3017,67515
2024-05-07 15:45:00,159.3115,159.3409,159.3017,159.3115,19872
2024-05-07 15:46:00,159.3115,159.3311,159.3017,159.3262,50269
2024-05-07 15:47:00,159.3311,159.3801,159.3019,159.3407,25542
2024-05-07 15:48:00,159.3321,159.3360,159.2038,159.2332,44280
2024-05-07 15:49:00,159.2430,159.2724,159.1843,159.2626,21621
2024-05-07 15:50:00,159.2724,159.4780,159.2626,159.4780,87641
2024-05-07 15:51:00,159.4731,159.4731,159.3605,159.3605,58081
2024-05-07 15:52:00,159.3703,159.3899,159.2773,159.3703,55865
2024-05-07 15:53:00,159.3654,159.4878,159.3654,159.4878,57232
2024-05-07 15:54:00,159.4878,159.5220,159.4486,159.4976,46409
2024-05-07 15:55:00,159.4976,159.5074,159.2822,159.3311,54037
2024-05-07 15:56:00,159.3311,159.3899,159.2724,159.2920,57147
2024-05-07 15:57:00,159.3017,159.3164,159.2430,159.3017,69609
2024-05-07 15:58:00,159.3017,159.3899,159.2920,159.3605,86306
2024-05-07 15:59:00,159.3702,159.4387,159.1940,159.2332,253154
2024-05-07 16:00:00,159.2332,159.2430,159.2332,159.2332,389
2024-05-07 16:01:00,159.4780,159.4780,159.4780,159.4780,5
2024-05-07 16:02:00,159.2324,159.2724,159.2324,159.2724,2597436
2024-05-07 16:03:00,159.2724,159.2724,159.2313,159.2313,101311
2024-05-07 16:04:00,159.2724,159.2724,159.2332,159.2724,84908
2024-05-07 16:06:00,159.2724,159.2920,159.2724,159.2822,5579
2024-05-07 16:07:00,159.2626,159.2724,159.2626,159.2724,3562
2024-05-07 16:08:00,159.2724,159.2724,159.2724,159.2724,497
2024-05-07 16:09:00,159.2724,159.2724,159.2724,159.2724,2
2024-05-07 16:10:00,159.2724,159.4192,159.2724,159.4192,1126456
2024-05-07 16:11:00,159.2724,159.2724,159.2724,159.2724,412
2024-05-07 16:13:00,159.2724,159.2724,159.2724,159.2724,5
2024-05-07 16:14:00,159.2724,159.2724,159.2724,159.2724,6986
2024-05-07 16:15:00,159.2724,159.2724,159.2528,159.2528,303
2024-05-07 16:16:00,159.2332,159.2332,159.2332,159.2332,244
2024-05-07 16:17:00,159.1647,159.1647,159.1647,159.1647,1
2024-05-07 16:19:00,159.2724,159.2724,159.2724,159.2724,42770
2024-05-07 16:20:00,159.2724,159.2724,159.2724,159.2724,1442
2024-05-07 16:21:00,159.1549,159.1549,159.1549,159.1549,9
2024-05-07 16:24:00,159.1843,159.1843,159.1843,159.1843,3
2024-05-07 16:30:00,159.3017,159.3017,159.3017,159.3017,1
2024-05-07 16:34:00,159.4192,159.4192,159.2920,159.2920,9
2024-05-07 16:38:00,159.3409,159.4192,159.2920,159.3017,464
2024-05-07 16:40:00,159.2622,159.2622,159.2622,159.2622,10
2024-05-07 16:41:00,159.2626,159.2626,159.2626,159.2626,1
2024-05-07 16:42:00,159.2724,159.2724,159.2724,159.2724,1400
2024-05-07 16:44:00,159.2624,159.2624,159.2624,159.2624,1
2024-05-07 16:46:00,159.2234,159.2234,159.2234,159.2234,5
2024-05-07 16:47:00,159.2430,159.2430,159.2234,159.2234,14
2024-05-07 16:50:00,159.2430,159.2430,159.2430,159.2430,10
2024-05-07 16:51:00,159.1549,159.1549,159.1549,159.1549,4
2024-05-07 16:53:00,159.2234,159.2234,159.2234,159.2234,5
2024-05-07 16:54:00,159.2038,159.2724,159.2038,159.2407,125351
2024-05-07 16:58:00,159.2430,159.2724,159.1843,159.2724,22612
2024-05-07 17:03:00,159.1578,159.1578,159.1578,159.1578,1
2024-05-07 17:04:00,159.1555,159.2724,159.1555,159.2724,365
2024-05-07 17:05:00,159.1549,159.1549,159.1549,159.1549,30
2024-05-07 17:09:00,159.1549,159.2694,159.1549,159.2694,2
2024-05-07 17:13:00,159.2136,159.2136,159.2136,159.2136,2
2024-05-07 17:22:00,159.2332,159.2430,159.2136,159.2430,49
2024-05-07 17:24:00,159.2234,159.2234,159.2136,159.2136,19
2024-05-07 17:30:00,159.1647,159.1647,159.1549,159.1549,10
2024-05-07 17:35:00,159.0949,159.0949,159.0949,159.0949,1
2024-05-07 17:39:00,159.3017,159.3017,159.3017,159.3017,1
2024-05-07 17:42:00,159.4290,159.4290,159.4290,159.4290,13
2024-05-07 17:45:00,159.0863,159.2528,159.0863,159.2528,8
2024-05-07 17:49:00,159.3017,159.3017,159.3017,159.3017,5
2024-05-07 17:52:00,159.2528,159.2528,159.2528,159.2528,5
2024-05-07 17:53:00,159.2528,159.2528,159.2430,159.2528,13
2024-05-07 18:08:00,159.2528,159.2528,159.2528,159.2528,5
2024-05-07 18:10:00,159.2724,159.2724,159.2528,159.2724,4
2024-05-07 18:16:00,159.1647,159.1647,159.1059,159.1059,100
2024-05-07 18:20:00,159.0863,159.0863,159.0863,159.0863,20
2024-05-07 18:22:00,159.2332,159.3017,159.2332,159.3017,26
2024-05-07 18:27:00,159.3017,159.3017,159.3017,159.3017,1
2024-05-07 18:30:00,159.2724,159.2724,159.2724,159.2724,1107590
2024-05-07 18:36:00,159.0863,159.0863,159.0863,159.0863,10
2024-05-07 18:45:00,159.0863,159.0863,159.0863,159.0863,1
2024-05-07 18:47:00,159.3017,159.3017,159.3017,159.3017,10
2024-05-07 18:57:00,159.3017,159.3017,159.3017,159.3017,17
2024-05-07 18:58:00,159.3213,159.3213,159.3213,159.3213,29
2024-05-07 19:00:00,159.2724,159.2724,159.2724,159.2724,1107590
2024-05-07 19:07:00,159.3017,159.3017,159.3017,159.3017,150
2024-05-07 19:15:00,159.2920,159.2920,159.2920,159.2920,1
2024-05-07 19:18:00,159.2038,159.2038,159.1157,159.1157,572
2024-05-07 19:23:00,159.1171,159.1171,159.1171,159.1171,10
2024-05-07 19:24:00,159.2685,159.2685,159.2685,159.2685,1
2024-05-07 19:25:00,159.2724,159.2724,159.2724,159.2724,1
2024-05-07 19:32:00,159.1157,159.1157,159.1157,159.1157,1
2024-05-07 19:37:00,159.2724,159.2724,159.2724,159.2724,10
2024-05-07 19:43:00,159.1157,159.1157,159.1157,159.1157,6
2024-05-07 19:45:00,159.1549,159.2038,159.1549,159.2038,3
2024-05-07 19:46:00,159.2589,159.2626,159.2589,159.2626,16
