,open_TSLA,high_TSLA,low_TSLA,close_TSLA,volume_TSLA
2024-04-18 17:25:00,149.5800,149.7700,149.5800,149.7700,4486
2024-04-18 17:26:00,149.6900,149.7700,149.5300,149.5400,9577
2024-04-18 17:27:00,149.5200,149.6000,149.4000,149.4800,9844
2024-04-18 17:28:00,149.4800,149.7000,149.4800,149.5900,6094
2024-04-18 17:29:00,149.7000,149.7000,149.5100,149.6500,1120
2024-04-18 17:30:00,149.6500,149.7000,149.5000,149.5000,8157
2024-04-18 17:31:00,149.6200,149.6300,149.5000,149.5650,3492
2024-04-18 17:32:00,149.6000,149.6000,149.3300,149.3600,12329
2024-04-18 17:33:00,149.3300,149.4000,149.3005,149.3900,6056
2024-04-18 17:34:00,149.3800,149.5000,149.3400,149.4400,8232
2024-04-18 17:35:00,149.4300,149.5000,149.3800,149.4500,3521
2024-04-18 17:36:00,149.4650,149.4800,149.3000,149.3900,4292
2024-04-18 17:37:00,149.4000,149.4000,149.2500,149.3000,10388
2024-04-18 17:38:00,149.3004,149.4500,149.3000,149.4000,7179
2024-04-18 17:39:00,149.4000,149.4500,149.3525,149.4400,468
2024-04-18 17:40:00,149.4250,149.4500,149.4000,149.4500,2206
2024-04-18 17:41:00,149.4300,149.4500,149.4000,149.4500,1799
2024-04-18 17:42:00,149.4200,149.4500,149.3500,149.4400,2859
2024-04-18 17:43:00,149.3800,149.4500,149.3500,149.4300,1686
2024-04-18 17:44:00,149.4400,149.4500,149.3300,149.4000,1641
2024-04-18 17:45:00,149.4000,149.4400,149.2900,149.3500,3433
2024-04-18 17:46:00,149.3200,149.3500,149.2300,149.3000,4609
2024-04-18 17:47:00,149.3050,149.3500,149.2200,149.2800,4360
2024-04-18 17:48:00,149.2800,149.3000,149.2253,149.2800,4630
2024-04-18 17:49:00,149.3000,149.3600,149.2300,149.3050,8568
2024-04-18 17:50:00,149.3600,149.3600,149.2500,149.3000,1537
2024-04-18 17:51:00,149.3400,149.3500,149.2600,149.3200,2491
2024-04-18 17:52:00,149.3200,149.3500,149.2800,149.3400,2625
2024-04-18 17:53:00,149.3200,149.3500,149.2200,149.2200,4426
2024-04-18 17:54:00,149.2400,149.3500,149.2300,149.3000,2262
2024-04-18 17:55:00,149.2650,149.3000,149.2300,149.2614,2850
2024-04-18 17:56:00,149.2600,149.3000,149.2600,149.3000,3190
2024-04-18 17:57:00,149.3000,149.3000,149.2600,149.3000,1590
2024-04-18 17:58:00,149.2883,149.3400,149.2800,149.3200,2389
2024-04-18 17:59:00,149.3400,149.3800,149.3000,149.3800,5904
2024-04-18 18:00:00,149.3400,149.4500,149.3100,149.3500,8257
2024-04-18 18:01:00,149.4000,149.4500,149.3600,149.3800,4020
2024-04-18 18:02:00,149.4000,149.4500,149.3600,149.3600,888
2024-04-18 18:03:00,149.4200,149.4500,149.3600,149.4400,1662
2024-04-18 18:04:00,149.4400,149.5000,149.4100,149.5000,5179
2024-04-18 18:05:00,149.4900,149.5000,149.2800,149.4400,6737
2024-04-18 18:06:00,149.2900,149.4300,149.2900,149.3400,1132
2024-04-18 18:07:00,149.3700,149.3900,149.3100,149.3600,3694
2024-04-18 18:08:00,149.3700,149.3900,149.3100,149.3700,839
2024-04-18 18:09:00,149.3500,149.3900,149.3100,149.3200,1191
2024-04-18 18:10:00,149.3100,149.3400,149.2800,149.2800,2217
2024-04-18 18:11:00,149.2900,149.3000,149.2381,149.2800,5510
2024-04-18 18:12:00,149.2500,149.2800,149.2200,149.2500,3156
2024-04-18 18:13:00,149.2500,149.2700,149.2200,149.2600,2734
2024-04-18 18:14:00,149.2400,149.2700,149.2200,149.2700,2600
2024-04-18 18:15:00,149.2700,149.3000,149.2300,149.2700,1355
2024-04-18 18:16:00,149.2400,149.3000,149.2400,149.2600,416
2024-04-18 18:17:00,149.2600,149.2700,149.2000,149.2500,2537
2024-04-18 18:18:00,149.2300,149.2500,149.1700,149.1900,7314
2024-04-18 18:19:00,149.2000,149.2000,149.1300,149.1500,5612
2024-04-18 18:20:00,149.1600,149.2500,149.1200,149.2100,3187
2024-04-18 18:21:00,149.2100,149.2500,149.1800,149.2200,2298
2024-04-18 18:22:00,149.2500,149.2500,149.1700,149.2300,2805
2024-04-18 18:23:00,149.2492,149.3200,149.2000,149.3200,3278
2024-04-18 18:24:00,149.2900,149.3200,149.1300,149.1800,5553
2024-04-18 18:25:00,149.1900,149.2400,149.1450,149.1500,4582
2024-04-18 18:26:00,149.1600,149.2300,149.1450,149.2300,1439
2024-04-18 18:27:00,149.2000,149.2800,149.1500,149.1900,2643
2024-04-18 18:28:00,149.1686,149.2200,149.1500,149.2000,2758
2024-04-18 18:29:00,149.2000,149.2800,149.1700,149.2700,4569
2024-04-18 18:30:00,149.2700,149.2800,149.2000,149.2400,1420
2024-04-18 18:31:00,149.2000,149.2400,149.1800,149.2300,2461
2024-04-18 18:32:00,149.2200,149.2400,149.1000,149.1100,7768
2024-04-18 18:33:00,149.1200,149.1800,149.1000,149.1305,2206
2024-04-18 18:34:00,149.1700,149.1700,149.1000,149.1400,2150
2024-04-18 18:35:00,149.1600,149.1700,149.1200,149.1499,2119
2024-04-18 18:36:00,149.1500,149.2000,149.1300,149.2000,6470
2024-04-18 18:37:00,149.1700,149.2000,149.1400,149.2000,8821
2024-04-18 18:38:00,149.2000,149.2000,149.1554,149.1750,1104
2024-04-18 18:39:00,149.1800,149.2000,149.1600,149.1900,3278
2024-04-18 18:40:00,149.1900,149.2000,149.1600,149.1900,873
2024-04-18 18:41:00,149.2000,149.2000,149.1500,149.2000,837
2024-04-18 18:42:00,149.2000,149.9300,149.1600,149.9300,6085
2024-04-18 18:43:00,149.1600,149.1900,149.1500,149.1800,3232
2024-04-18 18:44:00,149.1861,149.1900,149.1600,149.1900,957
2024-04-18 18:45:00,149.1600,149.1900,149.1500,149.1700,4820
2024-04-18 18:46:00,149.1700,149.1900,149.1600,149.1800,604
2024-04-18 18:47:00,149.1600,149.1900,149.1600,149.1850,1059
2024-04-18 18:48:00,149.1850,149.1900,149.1600,149.1800,1389
2024-04-18 18:49:00,149.1900,149.1900,149.1701,149.1900,1711
2024-04-18 18:50:00,149.1892,149.2000,149.1100,149.1100,4438
2024-04-18 18:51:00,149.1450,149.1700,149.1100,149.1400,1621
2024-04-18 18:52:00,149.1400,149.1700,149.1200,149.1300,2601
2024-04-18 18:53:00,149.1400,149.1600,149.1100,149.1450,1942
2024-04-18 18:54:00,149.1600,149.1600,149.0900,149.1500,8715
2024-04-18 18:55:00,149.1490,149.1500,149.1000,149.1150,1108
2024-04-18 18:56:00,149.1500,149.1600,149.1100,149.1300,2010
2024-04-18 18:57:00,149.1400,149.1500,149.1200,149.1500,1290
2024-04-18 18:58:00,149.1400,149.1500,149.0000,149.0150,14655
2024-04-18 18:59:00,149.0150,149.0700,149.0000,149.0500,4286
2024-04-18 19:00:00,149.0350,149.0700,149.0000,149.0200,6663
2024-04-18 19:01:00,149.0600,149.0700,149.0000,149.0300,5683
2024-04-18 19:02:00,149.0500,149.0600,149.0000,149.0100,1634
2024-04-18 19:03:00,149.0150,149.0700,149.0000,149.0500,3565
2024-04-18 19:04:00,149.0700,149.0700,149.0300,149.0500,1712
2024-04-18 19:05:00,149.0700,149.1000,149.0700,149.0700,4600
2024-04-18 19:06:00,149.0700,149.1500,149.0500,149.1500,2480
2024-04-18 19:07:00,149.1000,149.1500,149.0600,149.1200,851
2024-04-18 19:08:00,149.1000,149.1500,149.0900,149.1300,1291
2024-04-18 19:09:00,149.1200,149.1300,149.0900,149.1300,408
2024-04-18 19:10:00,149.1300,149.1400,149.1000,149.1000,1919
2024-04-18 19:11:00,149.1300,149.1400,149.0500,149.0700,1572
2024-04-18 19:12:00,149.0900,149.0900,149.0300,149.0500,788
2024-04-18 19:13:00,149.0500,149.0500,149.0000,149.0300,11073
2024-04-18 19:14:00,149.0300,149.0700,148.9100,148.9800,22198
2024-04-18 19:15:00,148.9600,149.0000,148.9100,148.9700,12735
2024-04-18 19:16:00,149.0000,149.0000,148.9300,148.9500,2276
2024-04-18 19:17:00,148.9600,148.9700,148.8800,148.9300,5493
2024-04-18 19:18:00,148.9300,148.9300,148.8400,148.8550,5772
2024-04-18 19:19:00,148.8500,148.9500,148.8100,148.9400,10893
2024-04-18 19:20:00,148.9700,149.0000,148.7200,148.9200,14713
2024-04-18 19:21:00,148.8000,148.9200,148.7500,148.8000,1205
2024-04-18 19:22:00,148.8000,148.8900,148.7600,148.8000,12292
2024-04-18 19:23:00,148.7900,148.8200,148.7500,148.7500,7134
2024-04-18 19:24:00,148.7500,148.8200,148.7500,148.7600,1851
2024-04-18 19:25:00,148.7900,148.8500,148.7600,148.8100,2227
2024-04-18 19:26:00,148.8100,148.8200,148.7700,148.8000,809
2024-04-18 19:27:00,148.8000,148.8500,148.7800,148.8200,2705
2024-04-18 19:28:00,148.8000,148.8500,148.7300,148.7600,6807
2024-04-18 19:29:00,148.7300,148.8100,148.6100,148.6500,18922
2024-04-18 19:30:00,148.6500,148.7000,148.5900,148.6900,6895
2024-04-18 19:31:00,148.6100,148.6700,148.5600,148.6400,4330
2024-04-18 19:32:00,148.6100,148.6400,148.5200,148.5200,4316
2024-04-18 19:33:00,148.5500,148.5800,148.5000,148.5000,13592
2024-04-18 19:34:00,148.5100,148.6100,148.4350,148.4500,15153
2024-04-18 19:35:00,148.4500,148.6000,148.3600,148.5000,14503
2024-04-18 19:36:00,148.6000,148.6000,148.4000,148.5400,7834
2024-04-18 19:37:00,148.5500,148.5500,148.4500,148.5000,4281
2024-04-18 19:38:00,148.4750,148.5100,148.4000,148.4500,4765
2024-04-18 19:39:00,148.4489,148.5200,148.3500,148.4300,7842
2024-04-18 19:40:00,148.5100,148.5200,148.4300,148.4493,1564
2024-04-18 19:41:00,148.4400,148.4500,148.3500,148.4200,3908
2024-04-18 19:42:00,148.4200,148.4200,148.3100,148.4000,7265
2024-04-18 19:43:00,148.4000,148.4000,148.2900,148.3400,8590
2024-04-18 19:44:00,148.3300,148.3500,148.2700,148.2850,5186
2024-04-18 19:45:00,148.3000,148.3000,148.2500,148.2500,9274
2024-04-18 19:46:00,148.2600,148.2600,148.1600,148.1650,8245
2024-04-18 19:47:00,148.1800,148.2200,148.1200,148.2200,10975
2024-04-18 19:48:00,148.2200,148.2600,148.1600,148.1800,3774
2024-04-18 19:49:00,148.1800,148.2000,148.1200,148.1700,6343
2024-04-18 19:50:00,148.1900,148.2000,148.0500,148.1400,9571
2024-04-18 19:51:00,148.1400,148.1900,148.0800,148.1200,4591
2024-04-18 19:52:00,148.1500,148.1900,148.0996,148.1000,6372
2024-04-18 19:53:00,148.1400,148.1400,148.0000,148.0900,7580
2024-04-18 19:54:00,148.0500,148.1000,148.0000,148.0600,5632
2024-04-18 19:55:00,148.0400,148.0700,148.0100,148.0500,5630
2024-04-18 19:56:00,148.0200,148.0900,148.0000,148.0500,20228
2024-04-18 19:57:00,148.0350,148.0800,148.0200,148.0400,7737
2024-04-18 19:58:00,148.0400,148.1000,148.0400,148.1000,10344
2024-04-18 19:59:00,148.0900,148.1000,148.0000,148.0000,27009
2024-04-19 04:00:00,147.4400,148.3800,146.5800,146.6900,24375
2024-04-19 04:01:00,146.7200,147.2200,146.6000,147.0200,17546
2024-04-19 04:02:00,147.0200,147.4700,146.9000,147.3700,16182
2024-04-19 04:03:00,147.3700,147.8600,147.3000,147.7000,9629
2024-04-19 04:04:00,147.7000,147.9700,147.6000,147.8600,7202
2024-04-19 04:05:00,147.8400,148.0000,147.6200,148.0000,18192
2024-04-19 04:06:00,147.9800,147.9900,147.9000,147.9800,9363
2024-04-19 04:07:00,147.9500,147.9900,147.6200,147.7300,5238
2024-04-19 04:08:00,147.7300,147.7300,147.3000,147.3100,8696
2024-04-19 04:09:00,147.3000,147.6500,147.3000,147.5100,6947
2024-04-19 04:10:00,147.5500,147.5800,147.3000,147.3400,4019
2024-04-19 04:11:00,147.3700,147.4400,147.3000,147.3300,2880
2024-04-19 04:12:00,147.3200,147.4100,147.2500,147.3400,5025
2024-04-19 04:13:00,147.3700,147.3700,147.0100,147.1000,5556
2024-04-19 04:14:00,147.0200,147.2400,146.9300,147.1200,27775
2024-04-19 04:15:00,147.0600,147.3800,147.0500,147.3500,10611
2024-04-19 04:16:00,147.3500,147.4400,147.3000,147.3400,2234
2024-04-19 04:17:00,147.3600,147.4100,147.2400,147.2900,2449
2024-04-19 04:18:00,147.2600,147.4400,147.2600,147.3800,10093
2024-04-19 04:19:00,147.3800,147.4300,147.3000,147.3900,3613
2024-04-19 04:20:00,147.3500,147.4600,147.1500,147.2900,8147
2024-04-19 04:21:00,147.2600,147.3000,147.2000,147.2900,2001
2024-04-19 04:22:00,147.2600,147.2900,147.1500,147.2300,3277
2024-04-19 04:23:00,147.2000,147.2500,147.1800,147.2000,3400
2024-04-19 04:24:00,147.2400,147.3000,147.1500,147.1600,4074
2024-04-19 04:25:00,147.1500,147.2000,147.1000,147.1600,3423
2024-04-19 04:26:00,147.1600,147.2400,147.1500,147.1900,4417
2024-04-19 04:27:00,147.2200,147.2400,147.1500,147.2000,3566
2024-04-19 04:28:00,147.2000,147.2800,147.1500,147.2200,3058
2024-04-19 04:29:00,147.2700,147.2900,147.2000,147.2000,1140
2024-04-19 04:30:00,147.2000,147.2800,147.1100,147.1800,4986
2024-04-19 04:31:00,147.1500,147.1500,146.9800,147.0800,13545
2024-04-19 04:32:00,147.0700,147.0700,146.8200,146.8200,5737
2024-04-19 04:33:00,146.9000,146.9200,146.7600,146.8500,10025
2024-04-19 04:34:00,146.8700,146.8700,146.7600,146.8400,3047
2024-04-19 04:35:00,146.8000,146.8600,146.7300,146.7400,5419
2024-04-19 04:36:00,146.7300,146.9000,146.6400,146.6700,6791
2024-04-19 04:37:00,146.6900,146.7100,146.6000,146.7000,3020
2024-04-19 04:38:00,146.7000,146.7100,146.6300,146.6800,1821
2024-04-19 04:39:00,146.6700,146.7100,146.6100,146.6100,4884
2024-04-19 04:40:00,146.6400,146.6600,146.5500,146.5700,3621
2024-04-19 04:41:00,146.5900,146.5900,146.5000,146.5300,8641
2024-04-19 04:42:00,146.5300,146.6400,146.5100,146.6400,7569
2024-04-19 04:43:00,146.6500,146.7400,146.5800,146.6400,3639
2024-04-19 04:44:00,146.6300,146.7100,146.5900,146.6500,2133
2024-04-19 04:45:00,146.6900,146.8200,146.6500,146.7900,11426
2024-04-19 04:46:00,146.7900,146.9000,146.7600,146.8700,2832
2024-04-19 04:47:00,146.8700,146.9400,146.7600,146.8700,3115
2024-04-19 04:48:00,146.8700,146.9300,146.8100,146.8400,1914
2024-04-19 04:49:00,146.8400,146.9500,146.8200,146.9100,2348
2024-04-19 04:50:00,146.9400,147.1100,146.9000,147.1000,6330
2024-04-19 04:51:00,147.1000,147.2800,147.0600,147.2400,3374
2024-04-19 04:52:00,147.2700,147.4400,147.2400,147.4000,8474
2024-04-19 04:53:00,147.4000,147.4800,147.3500,147.4100,6791
2024-04-19 04:54:00,147.4400,147.4800,147.3500,147.4800,6470
2024-04-19 04:55:00,147.4600,147.4800,147.3700,147.4200,1881
2024-04-19 04:56:00,147.4200,147.4500,147.3600,147.4000,1704
2024-04-19 04:57:00,147.4000,147.4100,147.2500,147.3300,2810
2024-04-19 04:58:00,147.3200,147.3300,147.2600,147.2900,778
2024-04-19 04:59:00,147.3000,147.3300,147.2800,147.2800,3271
2024-04-19 05:00:00,147.2900,147.3300,147.2600,147.3200,2396
2024-04-19 05:01:00,147.3600,147.4400,147.3000,147.4100,1995
2024-04-19 05:02:00,147.4000,147.4000,147.2600,147.3000,1875
2024-04-19 05:03:00,147.2500,147.2800,147.0700,147.1600,4928
2024-04-19 05:04:00,147.1600,147.1600,147.0800,147.1200,1175
2024-04-19 05:05:00,147.0800,147.1400,147.0700,147.0700,995
2024-04-19 05:06:00,147.0700,147.2400,146.9700,147.1300,9744
2024-04-19 05:07:00,147.1300,147.2000,147.1100,147.1700,820
2024-04-19 05:08:00,147.2000,147.3000,147.1500,147.2500,3078
2024-04-19 05:09:00,147.2700,147.3100,147.2700,147.3100,2813
2024-04-19 05:10:00,147.2800,147.3000,147.2500,147.3000,1458
2024-04-19 05:11:00,147.3000,147.3000,147.2500,147.3000,2806
2024-04-19 05:12:00,147.2900,147.3100,147.2500,147.3000,809
2024-04-19 05:13:00,147.3000,147.3000,147.2800,147.2800,700
2024-04-19 05:14:00,147.2800,147.3100,147.2500,147.2600,1470
2024-04-19 05:15:00,147.2800,147.3400,147.2500,147.3400,1613
2024-04-19 05:16:00,147.3200,147.4000,147.3100,147.3700,1006
2024-04-19 05:17:00,147.3700,147.3900,147.3300,147.3400,1313
2024-04-19 05:18:00,147.3300,147.3900,147.3000,147.3500,3846
2024-04-19 05:19:00,147.3600,147.3900,147.3000,147.3500,556
2024-04-19 05:20:00,147.3600,147.5000,147.3600,147.5000,3541
2024-04-19 05:21:00,147.5000,147.6000,147.5000,147.5400,3110
2024-04-19 05:22:00,147.5400,147.5800,147.5200,147.5600,2270
2024-04-19 05:23:00,147.5300,147.5900,147.5200,147.5700,2600
2024-04-19 05:24:00,147.5500,147.5500,147.4600,147.4700,2043
2024-04-19 05:25:00,147.4600,147.4800,147.3600,147.3600,1890
2024-04-19 05:26:00,147.3600,147.4500,147.2000,147.2200,6822
2024-04-19 05:27:00,147.2200,147.4000,147.1500,147.2500,7125
2024-04-19 05:28:00,147.2600,147.2700,147.2000,147.2500,1458
2024-04-19 05:29:00,147.2600,147.3400,147.1500,147.2000,4031
2024-04-19 05:30:00,147.2200,147.2200,147.0200,147.1000,3316
2024-04-19 05:31:00,147.0200,147.1000,147.0000,147.0000,6238
2024-04-19 05:32:00,147.0200,147.1700,147.0000,147.1500,1196
2024-04-19 05:33:00,147.1000,147.3400,147.0200,147.0500,7740
2024-04-19 05:34:00,147.0400,147.0400,146.9900,147.0000,1655
2024-04-19 05:35:00,147.0000,147.0300,146.9600,147.0300,1460
2024-04-19 05:36:00,147.0300,147.1000,146.9900,147.0700,3347
2024-04-19 05:37:00,147.0700,147.1500,147.0700,147.1500,1960
2024-04-19 05:38:00,147.1500,147.3000,147.1200,147.3000,1340
2024-04-19 05:39:00,147.2400,147.4200,147.2000,147.4000,1364
2024-04-19 05:40:00,147.4500,147.4500,147.3200,147.4500,1638
2024-04-19 05:41:00,147.3600,147.4200,147.3100,147.4000,683
2024-04-19 05:42:00,147.4000,147.4000,147.3200,147.3300,948
2024-04-19 05:43:00,147.3900,147.4000,147.2000,147.2400,3624
2024-04-19 05:44:00,147.2200,147.3600,147.2000,147.2600,2739
2024-04-19 05:45:00,147.3000,147.3900,147.2200,147.2300,1417
2024-04-19 05:46:00,147.2700,147.3000,147.2200,147.2600,822
2024-04-19 05:47:00,147.2200,147.2800,147.2200,147.2400,1027
2024-04-19 05:48:00,147.2600,147.2900,147.2100,147.2300,332
2024-04-19 05:49:00,147.2400,147.2700,147.2000,147.2400,669
2024-04-19 05:50:00,147.2500,147.3700,147.2200,147.3300,3064
2024-04-19 05:51:00,147.3300,147.3500,147.2300,147.3000,1677
2024-04-19 05:52:00,147.3000,147.3400,147.2500,147.2700,1510
2024-04-19 05:53:00,147.2700,147.3000,147.2600,147.3000,814
2024-04-19 05:54:00,147.2700,147.3500,147.2600,147.3500,1348
2024-04-19 05:55:00,147.3500,147.4100,147.2800,147.3000,1827
2024-04-19 05:56:00,147.3700,147.3900,147.2700,147.3000,968
2024-04-19 05:57:00,147.3000,147.3400,147.2700,147.2800,1658
2024-04-19 05:58:00,147.3000,147.3700,147.2600,147.3700,746
2024-04-19 05:59:00,147.3600,147.4100,147.3400,147.3800,1109
2024-04-19 06:00:00,147.4000,147.4100,147.2600,147.2700,2217
2024-04-19 06:01:00,147.3800,147.3800,147.3400,147.3500,206
2024-04-19 06:02:00,147.3500,147.3800,147.2600,147.3100,985
2024-04-19 06:03:00,147.3000,147.4200,147.3000,147.4100,1363
2024-04-19 06:04:00,147.4300,147.4400,147.2800,147.3000,2342
2024-04-19 06:05:00,147.3000,147.4000,147.3000,147.4000,1559
2024-04-19 06:06:00,147.4000,147.5300,147.3800,147.5200,6452
2024-04-19 06:07:00,147.5000,147.6000,147.4700,147.5900,4044
2024-04-19 06:08:00,147.5600,147.6900,147.5600,147.6500,3586
2024-04-19 06:09:00,147.6700,147.8000,147.6400,147.7900,2962
2024-04-19 06:10:00,147.7900,147.8300,147.7100,147.7600,2349
2024-04-19 06:11:00,147.7600,147.8000,147.7200,147.7300,1666
2024-04-19 06:12:00,147.7500,147.7500,147.6200,147.6200,1917
2024-04-19 06:13:00,147.6300,147.6500,147.4000,147.4400,6623
2024-04-19 06:14:00,147.4400,147.4800,147.4000,147.4500,2040
2024-04-19 06:15:00,147.4400,147.4500,147.3400,147.3600,1823
2024-04-19 06:16:00,147.3500,147.4200,147.3000,147.4000,1770
2024-04-19 06:17:00,147.3800,147.4800,147.3000,147.4800,3416
2024-04-19 06:18:00,147.4600,147.4600,147.2800,147.3200,1532
2024-04-19 06:19:00,147.3000,147.4000,147.2600,147.3000,3758
2024-04-19 06:20:00,147.3100,147.3100,147.2000,147.2400,2048
2024-04-19 06:21:00,147.2100,147.2800,147.1400,147.2000,2827
2024-04-19 06:22:00,147.2000,147.2600,147.1200,147.1500,1052
2024-04-19 06:23:00,147.1800,147.1800,147.0600,147.1500,2711
2024-04-19 06:24:00,147.1600,147.1600,146.9800,147.0300,5053
2024-04-19 06:25:00,146.9900,147.1600,146.9800,147.1400,2670
2024-04-19 06:26:00,147.0400,147.2400,147.0400,147.1900,3247
2024-04-19 06:27:00,147.1900,147.2400,147.1900,147.2000,2293
2024-04-19 06:28:00,147.2000,147.2800,147.1500,147.2500,2863
2024-04-19 06:29:00,147.2700,147.2800,147.2300,147.2400,268
2024-04-19 06:30:00,147.2500,147.2800,147.2500,147.2600,479
2024-04-19 06:31:00,147.2500,147.2700,147.2200,147.2400,2207
2024-04-19 06:32:00,147.2400,147.2500,147.2200,147.2500,1175
2024-04-19 06:33:00,147.2400,147.2500,147.1500,147.2100,2779
2024-04-19 06:34:00,147.1500,147.1900,147.1000,147.1000,807
2024-04-19 06:35:00,147.1000,147.1300,147.0400,147.1100,1960
2024-04-19 06:36:00,147.1000,147.1000,147.0500,147.0700,691
2024-04-19 06:37:00,147.0800,147.2200,147.0600,147.2100,2631
2024-04-19 06:38:00,147.1600,147.2500,147.0600,147.0800,1737
2024-04-19 06:39:00,147.0800,147.1500,147.0000,147.0000,7235
2024-04-19 06:40:00,146.9900,147.0200,146.8700,147.0000,4799
2024-04-19 06:41:00,147.0100,147.0900,146.9200,146.9800,3082
2024-04-19 06:42:00,146.9600,147.0500,146.9100,146.9900,4888
2024-04-19 06:43:00,147.0200,147.0200,146.9300,146.9600,461
2024-04-19 06:44:00,146.9200,147.0000,146.9000,146.9700,5734
2024-04-19 06:45:00,146.9900,147.0000,146.8800,146.8800,5761
2024-04-19 06:46:00,146.8900,146.9000,146.7000,146.7500,7077
2024-04-19 06:47:00,146.7500,146.8000,146.6900,146.7100,5015
2024-04-19 06:48:00,146.6900,146.7300,146.6800,146.7300,1895
2024-04-19 06:49:00,146.7100,146.7400,146.5500,146.6000,6106
2024-04-19 06:50:00,146.6000,146.7000,146.5900,146.6700,7136
2024-04-19 06:51:00,146.7000,146.7400,146.6200,146.6700,2866
2024-04-19 06:52:00,146.6900,146.8200,146.6600,146.7400,7560
2024-04-19 06:53:00,146.8400,146.8600,146.7800,146.7900,507
2024-04-19 06:54:00,146.7700,146.8400,146.7500,146.7700,1019
2024-04-19 06:55:00,146.7700,146.7900,146.7300,146.7800,2114
2024-04-19 06:56:00,146.7800,146.7800,146.7300,146.7400,3948
2024-04-19 06:57:00,146.7400,146.8400,146.7300,146.8000,7898
2024-04-19 06:58:00,146.7900,146.9900,146.7500,146.9800,10227
2024-04-19 06:59:00,146.9300,146.9900,146.8300,146.9000,6428
2024-04-19 07:00:00,146.9000,147.0000,146.5200,146.6000,34047
2024-04-19 07:01:00,146.6500,146.6900,146.1500,146.3300,38264
2024-04-19 07:02:00,146.3700,146.5000,146.3000,146.3100,10863
2024-04-19 07:03:00,146.3400,146.3500,146.1600,146.2800,8425
2024-04-19 07:04:00,146.2200,146.6000,146.2100,146.4700,10542
2024-04-19 07:05:00,146.4100,146.4800,146.2700,146.3400,5856
2024-04-19 07:06:00,146.3500,146.5100,146.3000,146.3500,7003
2024-04-19 07:07:00,146.3500,146.3500,146.2900,146.3200,6440
2024-04-19 07:08:00,146.3400,146.4000,146.1300,146.1500,16217
2024-04-19 07:09:00,146.1300,146.2200,146.0200,146.0900,14971
2024-04-19 07:10:00,146.0700,146.1500,146.0600,146.1000,5027
2024-04-19 07:11:00,146.1000,146.1300,145.9400,145.9600,29273
2024-04-19 07:12:00,145.9900,146.0800,145.9100,146.0800,8077
2024-04-19 07:13:00,146.0500,146.0500,145.9000,145.9100,7578
2024-04-19 07:14:00,145.9500,145.9800,145.7600,145.7900,12137
2024-04-19 07:15:00,145.7800,145.7900,145.5500,145.6000,23892
2024-04-19 07:16:00,145.6000,145.7500,145.3000,145.7000,71492
2024-04-19 07:17:00,145.7100,145.9800,145.7100,145.8300,16999
2024-04-19 07:18:00,145.8300,146.0900,145.8100,145.9000,19547
2024-04-19 07:19:00,145.9600,146.0100,145.7900,145.9400,12771
2024-04-19 07:20:00,145.9500,145.9900,145.8700,145.9700,4699
2024-04-19 07:21:00,145.9700,145.9800,145.8000,145.8000,7811
2024-04-19 07:22:00,145.8500,145.9400,145.8200,145.9400,3131
2024-04-19 07:23:00,145.9400,146.1000,145.9400,146.1000,9459
2024-04-19 07:24:00,146.1000,146.1000,145.9200,146.0600,9842
2024-04-19 07:25:00,146.0400,146.1600,146.0000,146.1100,6628
2024-04-19 07:26:00,146.1400,146.1700,146.0400,146.0800,4856
2024-04-19 07:27:00,146.0800,146.2400,146.0400,146.2100,8427
2024-04-19 07:28:00,146.2300,146.2900,146.0700,146.1000,8704
2024-04-19 07:29:00,146.1300,146.1800,146.0200,146.1400,4946
2024-04-19 07:30:00,146.1200,146.2200,146.0900,146.1500,11187
2024-04-19 07:31:00,146.1500,146.2100,146.1100,146.1600,5305
2024-04-19 07:32:00,146.1600,146.2000,146.0400,146.0900,6961
2024-04-19 07:33:00,146.1200,146.1500,145.8900,145.9000,13672
2024-04-19 07:34:00,145.9100,145.9900,145.8900,145.9500,2116
2024-04-19 07:35:00,145.9500,145.9700,145.7500,145.7900,16226
2024-04-19 07:36:00,145.8000,145.9800,145.7500,145.9600,9936
2024-04-19 07:37:00,145.9200,145.9900,145.9200,145.9500,1690
2024-04-19 07:38:00,145.9700,146.2500,145.9500,146.1900,10182
2024-04-19 07:39:00,146.2000,146.3800,146.1600,146.3000,12073
2024-04-19 07:40:00,146.3100,146.5500,146.2400,146.5500,16109
2024-04-19 07:41:00,146.5600,146.8500,146.5100,146.7600,16960
2024-04-19 07:42:00,146.7500,146.9000,146.5200,146.6300,22649
2024-04-19 07:43:00,146.5600,146.6700,146.3600,146.4300,14297
2024-04-19 07:44:00,146.4300,146.7200,146.4300,146.6700,13977
2024-04-19 07:45:00,146.6300,146.8800,146.5800,146.7800,15488
2024-04-19 07:46:00,146.7200,146.7700,146.6100,146.6500,6923
2024-04-19 07:47:00,146.6200,146.6300,146.5300,146.5700,13521
2024-04-19 07:48:00,146.5510,146.5700,146.3400,146.4700,4622
2024-04-19 07:49:00,146.4500,146.4700,146.2900,146.3900,7440
2024-04-19 07:50:00,146.3900,146.5100,146.3700,146.5000,4955
2024-04-19 07:51:00,146.5100,146.7900,146.4900,146.7200,5372
2024-04-19 07:52:00,146.7000,146.9000,146.6300,146.8600,8910
